DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,17,"$30,326.35 ","$13,759.11 ","$13,097.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,51,"$22,589.88 ","$8,573.52 ","$7,738.23 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,41,"$39,497.21 ","$9,736.58 ","$8,648.56 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,NY - Syracuse,13,"$10,615.53 ","$5,107.00 ","$4,156.53 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,NY - Syracuse,20,"$17,970.95 ","$7,243.95 ","$5,504.15 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,NY - Buffalo,13,"$19,540.07 ","$9,368.00 ","$8,328.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,19,"$18,791.36 ","$11,068.84 ","$10,181.89 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRING,NY,12866,NY - Albany,12,"$15,246.41 ","$4,933.33 ","$4,000.66 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,NY - East Long Island,11,"$12,341.54 ","$11,790.72 ","$11,279.09 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330232,SETON HEALTH SYSTEM-ST MARY'S CAMPUS,1300 MASSACHUSETTS AVENUE,TROY,NY,12180,NY - Albany,11,"$17,348.72 ","$5,329.45 ","$3,868.09 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,13,"$25,251.69 ","$11,941.53 ","$11,167.69 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,24,"$78,508.20 ","$17,129.08 ","$16,369.29 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330235,AUBURN COMMUNITY HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,NY - Syracuse,17,"$21,635.64 ","$5,865.82 ","$5,003.94 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,48,"$18,444.68 ","$9,749.62 ","$8,733.00 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330239,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701,PA - Erie,14,"$8,884.42 ","$5,177.00 ","$4,132.71 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,NY - Syracuse,41,"$33,070.02 ","$10,769.12 ","$9,679.43 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,12,"$44,348.50 ","$7,597.91 ","$6,473.83 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,VT - Burlington,12,"$24,020.25 ","$9,492.50 ","$7,368.16 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,11570,NY - East Long Island,24,"$23,045.79 ","$6,402.87 ","$5,578.79 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,22,"$19,788.04 ","$7,607.90 ","$6,894.81 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,35,"$23,419.68 ","$6,719.71 ","$5,789.08 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,22,"$23,810.45 ","$6,413.18 ","$5,395.72 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,CT - New Haven,16,"$23,641.87 ","$6,347.12 ","$5,645.62 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330277,CORNING HOSPITAL,176 DENISON PARKWAY EAST,CORNING,NY,14830,PA - Sayre,11,"$8,093.09 ","$4,705.72 ","$3,891.18 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330279,MERCY HOSPITAL,565 ABBOTT ROAD,BUFFALO,NY,14220,NY - Buffalo,16,"$12,367.18 ","$5,419.31 ","$4,509.56 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,NY - Rochester,27,"$20,347.07 ","$9,704.48 ","$8,788.07 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,33,"$27,216.42 ","$6,725.00 ","$5,344.75 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,36,"$24,875.58 ","$6,690.30 ","$5,603.08 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,31,"$14,298.64 ","$10,849.77 ","$9,885.61 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,41,"$32,401.97 ","$6,842.36 ","$6,443.78 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NY - East Long Island,14,"$24,708.92 ","$6,271.14 ","$5,469.42 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,NY - East Long Island,32,"$25,678.43 ","$7,036.34 ","$6,173.31 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,14,"$18,583.85 ","$12,851.57 ","$12,126.14 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,NY - East Long Island,38,"$19,176.07 ","$8,251.13 ","$7,440.34 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,NY - East Long Island,21,"$27,153.71 ","$6,559.04 ","$5,648.76 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,42,"$40,047.09 ","$11,410.88 ","$9,982.21 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,NY,13790,NY - Binghamton,12,"$13,289.41 ","$6,231.16 ","$5,201.50 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,NY - East Long Island,20,"$21,811.05 ","$12,575.30 ","$12,014.10 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,15,"$20,100.46 ","$11,676.13 ","$10,921.46 "
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,27,"$32,806.81 ","$6,236.44 ","$5,072.81 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330002,PENINSULA HOSPITAL CENTER,51-15 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,11691,NY - East Long Island,12,"$36,450.50 ","$17,272.16 ","$16,638.08 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330004,KINGSTON HOSPITAL,396 BROADWAY,KINGSTON,NY,12401,NY - Albany,19,"$51,046.31 ","$13,737.15 ","$12,971.05 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,NY - Buffalo,110,"$44,973.02 ","$17,526.21 ","$15,476.81 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NY - White Plains,13,"$25,408.61 ","$17,236.30 ","$16,372.92 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,NY - Binghamton,18,"$20,934.38 ","$10,652.83 ","$9,901.72 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,NY - Albany,66,"$71,640.65 ","$17,892.74 ","$15,220.28 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,NY - East Long Island,18,"$18,095.16 ","$21,977.22 ","$21,044.55 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,15,"$32,432.80 ","$17,976.80 ","$17,228.53 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,55,"$60,940.90 ","$13,621.94 ","$12,823.34 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,62,"$66,406.72 ","$25,758.00 ","$22,022.80 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NY - East Long Island,40,"$47,327.65 ","$24,462.42 ","$23,621.42 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,15,"$58,766.93 ","$19,560.86 ","$18,665.93 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,32,"$50,350.90 ","$15,897.00 ","$13,053.46 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,NY - Elmira,45,"$33,676.68 ","$12,268.66 ","$11,495.26 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,35,"$44,265.77 ","$11,955.48 ","$10,743.82 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,70,"$90,664.51 ","$26,581.20 ","$25,139.80 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,82,"$54,531.60 ","$18,347.54 ","$17,493.17 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,16,"$43,108.12 ","$23,907.31 ","$23,184.12 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,NY - Albany,47,"$37,165.95 ","$10,413.14 ","$8,976.08 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,106,"$94,160.35 ","$23,960.66 ","$22,268.07 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,30,"$28,946.00 ","$12,306.23 ","$11,591.43 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,26,"$46,854.46 ","$25,396.53 ","$24,576.73 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,NY - Buffalo,23,"$33,473.56 ","$12,941.34 ","$12,106.08 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,15,"$29,746.86 ","$28,169.80 ","$27,350.33 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,NY - Elmira,22,"$31,444.50 ","$11,116.00 ","$10,452.86 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,195,"$82,704.03 ","$26,057.97 ","$24,396.69 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,NJ - Hackensack,34,"$67,207.70 ","$14,450.50 ","$13,509.14 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,143,"$69,659.32 ","$17,776.32 ","$16,042.83 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,NY - East Long Island,14,"$45,852.78 ","$13,255.21 ","$12,453.50 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,28,"$101,615.50 ","$17,916.32 ","$17,272.89 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,NY - Rochester,37,"$29,703.45 ","$12,842.24 ","$11,270.43 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,36,"$71,561.58 ","$15,129.25 ","$12,602.33 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,12,"$30,886.41 ","$25,025.75 ","$24,276.41 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,NY - East Long Island,30,"$42,784.96 ","$24,756.70 ","$23,895.26 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,NY - Albany,18,"$26,030.33 ","$16,824.11 ","$16,119.11 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,34,"$26,400.08 ","$13,807.11 ","$11,130.79 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,50,"$84,705.90 ","$13,719.16 ","$12,145.76 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,14,"$97,668.42 ","$30,672.85 ","$29,648.85 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,NY - Albany,50,"$35,772.16 ","$11,384.18 ","$10,530.26 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,NY - Syracuse,12,"$41,067.00 ","$19,012.33 ","$18,053.41 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,NJ - Ridgewood,30,"$64,533.43 ","$14,591.80 ","$13,734.60 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,48,"$54,556.93 ","$18,826.02 ","$17,055.56 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,NY - White Plains,11,"$32,830.72 ","$13,794.27 ","$10,341.09 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,NY - Rochester,21,"$15,441.38 ","$11,914.47 ","$11,059.57 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,44,"$93,625.52 ","$18,242.36 ","$15,284.75 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,60,"$77,658.36 ","$22,626.58 ","$21,428.25 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,12180,NY - Albany,16,"$20,968.68 ","$9,906.00 ","$8,832.25 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NY - East Long Island,14,"$45,481.28 ","$13,215.50 ","$12,411.50 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,32,"$64,623.53 ","$14,327.34 ","$11,852.25 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,19,"$38,220.42 ","$18,222.42 ","$17,568.63 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,21,"$43,737.90 ","$12,241.04 ","$11,276.85 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany,34,"$21,530.23 ","$9,946.44 ","$9,227.94 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island,18,"$41,617.72 ","$20,315.33 ","$19,566.00 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,94,"$82,992.64 ","$26,658.01 ","$25,078.03 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,39,"$99,744.74 ","$25,541.41 ","$22,629.05 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,41,"$47,567.85 ","$33,598.31 ","$32,734.92 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,43,"$62,655.86 ","$14,262.74 ","$13,033.41 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,31,"$77,499.41 ","$18,838.83 ","$18,112.61 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,23,"$47,566.00 ","$27,598.91 ","$25,382.56 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse,111,"$25,402.64 ","$13,761.50 ","$12,632.86 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,22,"$49,034.04 ","$26,532.81 ","$25,112.45 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,29,"$48,296.13 ","$17,092.58 ","$16,313.44 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,35,"$90,928.94 ","$21,789.94 ","$20,274.45 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,NY - Buffalo,27,"$38,950.11 ","$18,181.48 ","$17,179.29 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,14,"$43,296.57 ","$22,177.07 ","$21,375.35 "
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,NY - Rochester,22,"$16,417.72 ","$12,040.31 ","$10,100.13 "
